X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,Class
0.10546216124051745,0.025386467194077052,-0.11512667291968864,-0.466582617150233,-0.1318510752793707,-0.1476946058317103,0.3270171666292303,0.10656130354670577,-0.37256803827523355,0.11049659179508266,0.35808242409474034,-0.3241442962392906,-0.39898174325345803,-0.15658948375977147,0.30327198546707207,0.11576270532814936,-0.25011268761020206,0.5247120472578435,-0.20984269118833357,0.0492924325080409,-0.5277154677585787,0.10577419727416532,0.3213669915749303,0.38477075835388935,0.12089771744494218,-0.3012074566869869,-0.40909062192268475,-0.4555145918915572,-0.3516188620476577,-0.6658844502465942,0.28385733127711166,-0.28340547280056544,-0.04373205510863006,0.18589275776531047,0.3051448253380359,-0.16805283153604528,-0.0022224878681964765,-0.48921746111405723,-0.015019892140417938,0.10504631397365519,0.046583578402102636,0.2861247838613278,0.10991789624648934,0.17021515614901062,-0.05876857314514499,0.23490303271153368,0.15657349424693323,0.30194485067364973,0.3125529694283603,-0.7309026583280712,-0.14512998562817636,-0.188484152950207,-0.0672334954257503,-0.07962680544045395,-0.07788546198331868,-0.21833565999434099,-0.2989354361259419,0.018778698495009204,-0.203446935912238,0.12094623658025365,0.0
-0.32394604341878513,-0.1805407134470058,-0.04457020682429348,-0.04467589678379023,0.02857000948429607,-0.16581133057667738,-0.4549261964659265,0.15622400323274324,0.27906385530504685,-0.24559082067436583,0.3573568267254955,0.001251436842109687,0.3474228427375631,0.2005241225714998,-0.40575936043528243,0.42045550241724344,-0.43258653460454066,0.21747404076395135,0.05210443644131966,0.13540066148548555,0.10433591401770012,0.39556991336735586,0.24488496477045812,-0.3684255228934486,-0.44431996356903114,-0.443321446379111,-0.28716993175520467,0.6919185747819793,0.3948217674672112,-0.256804655014571,-0.008479363504478265,0.619344038300542,0.029797167620784923,-0.3099272408809773,-0.395283060528881,-0.20322411339512753,0.28184853897985296,0.11311990286726369,0.19627402050252535,0.46743955431937695,0.22384591410844348,0.039517264484771025,-0.10313898169857005,-0.47333033945201364,-0.09591293223798232,-0.20732996630564,0.32486391054418373,-0.25312783169759373,0.1881948985904532,-0.2507024253388567,-0.08047656096972337,-0.2228293788804717,-0.08591306176130703,0.7154030580498293,0.2962049272515685,0.24520691346484125,-0.1504103782465504,-0.17282370020347412,0.2790448154736578,0.08091985005396363,1.0
-0.1778040724319789,0.0411257613660536,-0.24657975706465865,-0.2345615166035838,0.30557277021307644,-0.3229463939801488,0.2837662216113841,-0.4131446658060408,0.002315547357173651,-0.1098853021084256,0.5663812036631283,-0.6189933223196759,0.014298030813989244,-0.2247827306384942,0.0859434465777254,0.21575335248813257,-0.39440505428125155,0.2511122071120048,-0.15350351455643224,0.280702139939011,0.1717376853174033,-0.16719705034686977,-0.06508538828967526,0.04221178976267763,-0.6302629338441327,-0.02395195607620833,0.20301184923774718,0.18179801009832428,0.07354969672800583,-0.10976203408122462,-0.04438023589269079,0.013784086869910584,-0.5540067570367454,-0.05103833335624848,0.0769101112117755,0.33354425173345276,-0.137882705148325,0.03426796200133414,0.10460542299053621,-0.2189443836733105,-0.36130854748183505,-0.20520990431323508,-0.3794532834853722,0.02782704110936779,0.18752276789188008,-0.39646025315738936,-0.4733900993564649,0.01709352293381557,0.19123441221370188,-0.42581801747207737,-0.23541129939084468,-0.16826721939824027,0.5520333048776719,-0.36454119949769775,0.03643846382588631,-0.04253208643928242,-0.38556663508979844,-0.09724485593314404,-0.15243137663134834,0.17130532959265882,0.0
-0.2653258542638415,0.1998012463627093,-0.49226640987924286,-0.4421991216062073,0.06443443647551436,-0.3593959856391574,0.25138460698723897,0.2081206058691631,-0.08082218724543501,0.10378910480109252,-0.05066350027194993,-0.6123782221564095,-0.29636679398132637,-0.21032007585446483,0.4105224073940908,-0.14033759250694314,0.0445302143426622,0.4668649474810193,0.29305125771454976,-0.35098682160460737,-0.12432161870374757,0.05249218474562633,-0.25357771333496665,-0.82319575042772,0.2841950954922869,-0.06361158366813192,-0.11693861013359172,0.24148136204220305,0.2107313118302183,-0.2954615341809248,0.6798798610098736,0.27527729854541444,0.18366601060235405,0.05647420510774591,0.20669724624167857,0.1056593897554613,0.33976772153978246,-0.10585472754483084,-0.04109312782018142,-0.16160376871931476,0.14539548992623133,-0.6147693536472943,-0.05906324260523477,0.1392014922345033,0.05933260837415506,-0.0760839197308797,0.21527699766997263,0.41003398971197996,-0.06775594970944614,-0.24776614179379053,0.14748335582413394,-0.6536551412099304,-0.08558997160067067,0.35485703949043174,-0.38006533657616054,0.3076140400406931,0.15029145669184424,0.1994012559953835,-0.05239004000635145,0.0584443987630348,0.0
-0.01484075441091487,0.12697554458384505,-0.0926068554548873,0.4529858439690054,0.14943458474465718,-0.03635630299274554,-0.1061143638611392,0.31497707767719346,-0.28878627027850823,-0.0867829678102316,0.7016291782156387,0.033418151556111574,0.22778821613473765,0.5512637963174034,0.24836855358416995,0.4281746793824053,0.04715839858595606,0.43323993968799795,0.2717197123894306,-0.025224363805915535,0.10855949823982482,-0.4629943234764503,0.02127417326177219,-0.015324680620543893,0.20651814203309063,0.0976669546212191,-0.3984135680349102,-0.06033282894403595,-0.5268861779678902,-0.05420937510877362,0.060639564594930695,0.013743831201726064,0.08927586550577946,0.023307353201857922,-0.6678370504210043,0.24116483045499829,0.18141197818754815,0.18699050165170145,0.15982794752124427,0.26155416068262194,0.2757186496579304,-0.21880977876539462,-0.2360219031638889,-0.36728980740729483,-0.2164924651567501,-0.14643571264567198,-0.05665909379432755,0.2078607048766765,0.3880686434568339,0.5286796639741069,-0.018228514769974856,-0.19894548862939163,-0.1801126575692294,-0.37594277982933,-0.36170629756017963,0.01967930969102721,-0.6256459234416127,-0.014469991288384458,-0.10926025409297946,0.06469424114701591,0.0
-0.21765418328819577,0.313129245652522,-0.19349621005532505,-0.09464021242635419,-0.17542483926996547,0.03786422134244479,-0.5043546632627082,-0.2859188150016415,0.04120672393581321,0.0905536121877796,-0.38459722788366396,-0.11038336098832248,-0.11024391468657417,0.11796207394836589,0.1328179213120053,-0.18129589355598952,0.33063848271857,0.3984593022377459,-0.4111641751659319,-0.3628931832292466,0.06394343923007374,-0.4425273472823991,0.32517002733537415,-0.5552649674009458,0.05298855752923435,0.0042437155858786255,0.239057102890526,0.6798537270771038,-0.3391482213391316,-0.5360912994757289,0.07812663341588745,-0.1972490380619897,0.029200973182001384,-0.08015352211940428,0.8254788297579423,0.13288107155654838,-0.204111623337051,0.356543883209906,-0.007830621715895995,-0.0034189952856302536,-0.030811536865894447,0.1419423394698367,0.41681884024904353,-0.2316428785216527,0.3538224124089494,0.1462448321510259,0.1732610872864889,0.15439222855983664,-0.3167431685326555,-0.10671669242984037,-0.09177044608490967,-0.17568129825042644,0.17224537458872352,-0.5277232531683389,0.05720453563883779,-0.22364482244688233,-0.2505777829624345,-0.423485112340016,0.28625647892577144,0.49375004037567255,0.0
-0.320491751019295,-0.12988992868126642,0.20322800247527265,0.6145099228072501,-0.20794238673664273,0.30234352663471026,0.1847519258143733,0.03622313104039292,0.36765174207286944,0.002218656703483985,-0.3198783589624352,0.6615624797157578,0.3167345765501547,-0.11722346442055781,-0.2601240040218158,-0.19443623609074503,-0.6306734133544445,0.13902260690213536,0.32818176614567207,0.3634829808841315,0.16990137198367594,0.3293372753781896,0.5133915260529209,0.2876293049366753,-0.10416784031154466,0.07642097622281813,-0.21962377740480485,0.1307710517669306,0.2589626300322981,0.041222143138752464,0.43286307159867393,-0.4841057258968332,-0.027592268065631316,-0.1513939712908634,-0.46236893234139115,0.43104987065198075,-0.1813854720641253,-0.07150035020760126,0.5204446261271799,-0.6482639000237548,-0.6030570070481567,0.3984871792321002,0.270106677982949,0.4175239141203397,0.05753479491759186,0.20940535592892398,-0.7629613605255375,0.6366130603030936,0.1957012802555298,0.20482987417216644,-0.34508574644175954,0.0606024733745411,0.1537721711290299,-0.0703967442288946,0.3734378005416207,0.31357381599893963,-0.04563573401880767,0.019316935691601634,-0.2525382031295913,-0.011648913494579447,1.0
0.4256230403230166,0.025527255226023865,0.3851545540089632,-0.37270457362776316,0.5023958618316604,0.02839839834445293,-0.31151786489944816,-0.19966238472495085,0.5897471370237948,-0.04020559954392117,-0.6906151107434811,-0.07451456433840693,-0.05775797180824249,-0.059622012609780506,-0.44375284579896285,0.1921636007573352,-0.07471218299929411,0.5494399414908177,-0.5165457911159814,-0.11146339675993144,-0.2507568161396766,0.13233599931286505,-0.46400639235746105,0.2317125115848894,-0.15746534454605546,-0.5316063085694976,-0.062055699148402525,-0.5133175302420929,0.007576058729564226,-0.7032151600813729,-0.30960026128442053,-0.07000983756680071,0.25264741230025084,0.6894622284386824,-0.5090865652892855,-0.09566941417761787,-0.03241736433622733,0.058205709956357286,-0.09447290423674481,0.13985264174132175,0.4478401799241897,-0.18542896204105028,-0.25736469150453944,-0.3386927284005729,-0.2036487851018133,0.11207512489753998,0.3330545021698799,-0.0782302485383633,-0.2562621363500533,0.2918864312885472,0.48049713236403346,-0.16200344339460515,0.018465789125077157,0.14271246552851347,0.27359964956360566,-0.298021353348533,0.23385056549034752,-0.3200573630670417,0.16177807220800575,0.2547343486509794,0.0
-0.20577079973800083,-0.09990503167415624,-0.6811239544289489,0.46007278450090977,-0.2773123530445168,-0.15922921505625734,0.180917589938065,-0.01457206393239974,0.27578234302948545,0.0434769905799064,-0.4958223072940371,-0.01178132797859535,0.08376407826975908,0.43678847367411894,0.5183172584742303,0.00011619144656085215,-0.3435315445585601,0.005723123997559677,-0.028018348378289,0.20346402972163707,-0.3691019530022068,-0.06379275317368087,-0.2894195928439428,0.3383403795879079,0.2162468274339997,0.0947734504635525,-0.1831534551918392,0.08109892618967345,-0.05279313830695105,0.24766483627933258,-0.41275860802633085,0.25242573063144097,0.05373960992948769,0.16608942900753815,-0.010831407846404545,-0.4620872208993878,0.1810012332128217,-0.19560093102984544,0.17936105647808898,0.030643627515703868,-0.09273702711565439,0.22230255131001628,-0.3386683066995831,-0.7560391021036015,0.22080304471338277,-0.17525665509515706,0.26234191801422163,-0.152581291385717,-0.3233402862921761,0.3568198130276437,-0.14534170613036307,-0.24637059627306715,0.10161524426575635,0.534912176943648,0.1541682400135202,0.07875167868619436,-0.280518221434191,-0.0348929294232815,-0.4613062577881054,-0.2650240315648582,1.0
0.1572975650326323,0.134821732398942,-0.41904402792565953,-0.30009513840701757,0.43922407444698364,0.8836780657720248,-0.7905083043832494,-0.05382228303777997,0.09098077920615479,-0.041876551866480295,-0.4470790228298521,0.5025332879169548,0.15158955431782287,0.25141753725357563,-0.1823669200766103,-0.18113259293929046,-0.1362864221092505,0.27762925760348356,-0.24938860264946336,0.10661378277638507,0.06038156539698171,-0.457249721410609,-0.15913239210404698,0.07923939713822677,-0.08402506900551691,-0.0043229475566936995,-0.28907340139464427,-0.03829788089337608,0.17955537939167998,0.312192113720001,-0.3366748269692853,0.19006266676333963,0.12663630389205058,-0.01733466522878419,0.4741902371220952,-0.019149233921576848,-0.26723623256684004,0.022944346406144293,0.21405531604298614,0.07992177158493928,-0.1681396386185954,-0.23738633941841727,-0.3435131076899761,0.014788452423437995,0.03553484562722879,0.2743936299529649,-0.31197905804827897,-0.05126522590081959,0.3155582172129141,0.2204288420025444,0.0018763278497981528,-0.08857750085001956,-0.2850433910413773,0.0795408736899605,-0.4446716187364131,0.11828000855483665,0.40807283231046004,0.19132916218647386,-0.2877595272750863,-0.04761875172297033,0.0
